listing_id,high,low,medium
7038834,0.2955,0.44,0.2645
7216555,0.0,0.945,0.055
7056916,0.087,0.6032666666666666,0.30973333333333336
7053596,0.01,0.907,0.083
6996363,0.034,0.611,0.355
6969822,0.023,0.876,0.101
7014083,0.008,0.729,0.263
7021674,0.0,0.967,0.033
6960072,0.108,0.446,0.446
6983490,0.11,0.61,0.28
6975444,0.127,0.39775,0.47525
7027624,0.146,0.43,0.424
7171182,0.19250000000000003,0.5095000000000001,0.298
6986688,0.073,0.698,0.229
7001707,0.4433333333333333,0.281,0.2756666666666666
6969221,0.036,0.24,0.724
7011926,0.22610000000000002,0.36283333333333334,0.41106666666666664
7063620,0.002,0.974,0.024
6953999,0.0,0.997,0.003
7015110,0.017,0.928,0.055
7068709,0.004,0.898,0.098
7095885,0.06,0.643,0.297
7126933,0.448,0.2918333333333334,0.2601666666666666
7044159,0.002,0.98,0.018
6967464,0.008,0.69,0.302
6993398,0.0,0.981,0.019
7004865,0.055,0.693,0.252
7008054,0.553,0.156,0.291
6996716,0.022,0.846,0.132
7018717,0.004,0.972,0.024
7108081,0.08,0.692,0.228
6987662,0.002,0.901,0.097
7042869,0.029,0.898,0.073
7073031,0.003,0.971,0.026
7007732,0.084,0.526,0.39
7137484,0.062,0.488,0.45
7015891,0.066,0.542,0.392
6972240,0.028,0.773,0.199
6976177,0.022,0.882,0.096
6996763,0.001,0.988,0.011
6983630,0.106,0.356,0.538
6972367,0.003,0.9355,0.0615
6957545,0.7356666666666666,0.16,0.10433333333333333
7060532,0.071,0.51,0.419
7048460,0.008,0.931,0.061
7113614,0.131,0.386,0.483
6965301,0.057,0.606,0.337
6984296,0.047,0.716,0.237
6988621,0.022,0.858,0.12
6965398,0.053,0.665,0.282
6983173,0.003,0.977,0.02
7010968,0.026,0.2935,0.6805
7020742,0.013,0.901,0.086
7222157,0.224,0.4315,0.3445
6965018,0.032,0.855,0.113
7059500,0.002,0.984,0.014
7081036,0.05,0.783,0.167
6964256,0.077,0.633,0.29
7004943,0.001,0.907,0.092
7030354,0.045,0.6116666666666666,0.3433333333333333
7029998,0.207,0.603,0.19
7003025,0.109,0.5563333333333332,0.3346666666666666
7214586,0.007,0.933,0.06
6965066,0.1446666666666667,0.3703333333333333,0.485
7081949,0.016,0.846,0.138
7053652,0.218,0.408,0.374
7029242,0.194,0.404,0.402
7148938,0.022,0.837,0.141
7052625,0.025,0.795,0.18
7006438,0.123,0.425,0.452
6986518,0.3605333333333334,0.342,0.2974666666666667
6970654,0.007,0.939,0.054
6956530,0.095,0.5753333333333333,0.3296666666666666
7179470,0.006,0.92,0.074
7037793,0.03125,0.724,0.24475
6977731,0.004,0.882,0.114
7015240,0.036,0.74075,0.22325
7101723,0.2923333333333334,0.39966666666666667,0.308
6966335,0.081,0.544,0.375
7080255,0.003,0.987,0.01
7048395,0.022,0.909,0.069
7000416,0.005,0.957,0.038
7022403,0.079,0.6063190476190475,0.31468095238095234
7015802,0.0,0.989,0.011
7098256,0.003,0.922,0.075
7211432,0.029,0.784,0.187
7027078,0.0,1.0,0.0
7015017,0.014,0.934,0.052
7039035,0.012,0.931,0.057
6962235,0.009,0.597,0.394
6992868,0.015,0.892,0.093
7084088,0.112,0.604,0.284
7029931,0.575,0.229,0.196
7040365,0.077,0.865,0.058
6967775,0.009,0.866,0.125
7025122,0.003,0.96,0.037
6988447,0.014,0.918,0.068
7198243,0.218,0.266,0.516
7077898,0.01,0.958,0.032
6975691,0.046,0.535,0.419
7038302,0.074,0.712,0.214
7036247,0.021,0.915,0.064
6977437,0.001,0.988,0.011
7073808,0.009,0.921,0.07
6963354,0.05,0.8025,0.1475
7005006,0.104,0.792,0.104
7007801,0.082,0.572,0.346
7048225,0.335,0.495,0.17
7012530,0.187,0.47,0.343
7054670,0.021,0.553,0.426
7104965,0.02,0.834,0.146
7031480,0.003,0.899,0.098
7061091,0.404,0.267,0.329
7041646,0.1408,0.5142,0.345
6969153,0.224,0.4045,0.3715
7031687,0.113,0.357,0.53
7075663,0.018,0.462,0.52
7048620,0.039,0.809,0.152
7059474,0.051,0.725,0.224
7031598,0.175,0.505,0.32
7030226,0.005,0.954,0.041
7040310,0.026,0.767,0.207
7024693,0.006,0.99,0.004
7056082,0.197,0.474,0.329
6985518,0.046,0.6798333333333334,0.2741666666666666
6991413,0.015,0.8613333333333334,0.12366666666666667
6968168,0.136,0.512,0.352
7005739,0.073,0.5618333333333334,0.3651666666666667
7115953,0.001,0.909,0.09
6979215,0.364,0.497,0.139
7031559,0.071,0.542,0.387
7008032,0.038,0.488,0.474
6971534,0.064,0.72,0.216
7002351,0.114,0.329,0.557
7014023,0.0,0.998,0.002
7015355,0.292,0.237,0.471
7074301,0.004,0.96375,0.03225
7026706,0.004,0.984,0.012
6988075,0.017,0.656,0.327
7232098,0.001,0.978,0.021
7076547,0.614,0.183,0.203
7005252,0.024,0.741,0.235
7061124,0.003,0.971,0.026
7015535,0.032,0.62525,0.34275
7055070,0.115,0.617,0.268
7072712,0.0265,0.845,0.1285
7060965,0.003,0.771,0.226
7198026,0.11,0.6175,0.2725
7130038,0.028,0.863,0.109
7072918,0.015,0.836,0.149
7023428,0.076,0.45,0.474
6965306,0.137,0.521,0.342
7037370,0.08548333333333333,0.6505166666666667,0.264
7002782,0.04933333333333333,0.6216666666666666,0.329
7074782,0.03,0.579,0.391
7021362,0.124,0.707,0.169
7216044,0.09098333333333333,0.7470166666666667,0.162
7017484,0.024,0.923,0.053
7000338,0.054,0.82,0.126
7025604,0.03,0.73,0.24
7020867,0.0,0.99,0.01
7195636,0.132,0.5723333333333332,0.29566666666666663
7074336,0.008,0.838,0.154
7081938,0.012,0.705,0.283
7414312,0.01,0.663,0.327
6986210,0.0871,0.477,0.43589999999999995
7210448,0.025,0.801,0.174
7016621,0.124,0.574,0.302
7074165,0.016,0.8,0.184
6976154,0.011,0.894,0.095
6996542,0.05,0.7365,0.2135
6967098,0.017,0.805,0.178
6965564,0.06,0.589,0.351
6974425,0.0,0.986,0.014
7025547,0.033,0.79,0.177
7043433,0.002,0.996,0.002
7027081,0.004,0.95,0.046
7034077,0.009,0.917,0.074
7039947,0.091,0.509,0.4
6974616,0.028,0.826,0.146
6966865,0.281,0.442,0.277
6964969,0.061,0.707,0.232
6957972,0.023,0.7925,0.1845
6980426,0.185,0.415,0.4
7008343,0.03,0.717,0.253
7001821,0.03483333333333333,0.593,0.37216666666666665
6976795,0.075,0.647,0.278
6963069,0.061,0.6946666666666667,0.24433333333333335
7077615,0.003,0.94,0.057
7139870,0.05871428571428571,0.558,0.3832857142857143
6961673,0.041,0.873,0.086
7052311,0.01,0.7953333333333333,0.19466666666666665
7050468,0.015,0.8,0.185
6972517,0.089,0.788,0.123
6952097,0.02,0.8346666666666668,0.14533333333333331
7095373,0.081,0.779,0.14
7074638,0.009,0.875,0.116
7084223,0.017,0.82,0.163
6985055,0.003,0.891,0.106
7082585,0.007,0.899,0.094
6990239,0.005,0.969,0.026
7077528,0.027,0.882,0.091
7025266,0.15583333333333332,0.48216666666666663,0.362
7040369,0.106,0.4098333333333333,0.4841666666666667
7113100,0.088,0.706,0.206
6983355,0.011,0.841,0.148
7030992,0.075,0.434,0.491
7005955,0.073,0.479,0.448
7004269,0.013,0.884,0.103
7035534,0.0,0.993,0.007
7179395,0.019,0.868,0.113
7000869,0.017,0.901,0.082
7040889,0.08566666666666665,0.5566,0.3577333333333334
7043833,0.651,0.055,0.294
7006306,0.1,0.321,0.579
6997996,0.202,0.482,0.316
6955300,0.121,0.535,0.344
7033236,0.033,0.602,0.365
7239568,0.148,0.306,0.546
6995280,0.001,0.922,0.077
7038650,0.052,0.7860000000000001,0.162
7026998,0.043,0.645,0.312
7001356,0.089,0.407,0.504
7032559,0.012,0.837,0.151
6988768,0.098,0.5762999999999999,0.3257
6959393,0.003,0.953,0.044
7002624,0.2605,0.30566666666666664,0.43383333333333335
6958732,0.031,0.757,0.212
7077245,0.008,0.943,0.049
7027057,0.0795,0.7005,0.22
6991608,0.112,0.459,0.429
7169761,0.02,0.921,0.059
7027626,0.06,0.687,0.253
7022632,0.361,0.031,0.608
7123893,0.11925,0.446,0.43475
7080519,0.065,0.723,0.212
6970784,0.158,0.222,0.62
6992198,0.06,0.86,0.08
7017231,0.031,0.6318333333333334,0.3371666666666666
7033280,0.011,0.86,0.129
7049361,0.0,0.998,0.002
7153957,0.001,0.982,0.017
7065646,0.073,0.671,0.256
7028296,0.066,0.493,0.441
7054192,0.0,0.988,0.012
7078785,0.042,0.868,0.09
6996695,0.014,0.854,0.132
7083044,0.002,0.885,0.113
6974105,0.044,0.807,0.149
6990086,0.033,0.786,0.181
7052125,0.113,0.291,0.596
7008734,0.23633333333333334,0.444,0.3196666666666667
6994093,0.002,0.931,0.067
6962311,0.021,0.68,0.299
7039055,0.031,0.909,0.06
6997261,0.023,0.695,0.282
6997914,0.058,0.50725,0.43475
7057887,0.011666666666666665,0.934,0.05433333333333334
6991244,0.612,0.261,0.127
7114604,0.0,0.981,0.019
7035693,0.032,0.5093333333333334,0.4586666666666666
7082510,0.121,0.694,0.185
6987558,0.013,0.913,0.074
7068953,0.004,0.956,0.04
6994017,0.4245,0.2705,0.305
7003962,0.0,0.989,0.011
7154321,0.035,0.862,0.103
6969050,0.1365,0.5965,0.267
6956806,0.213,0.531,0.256
7046015,0.019,0.706,0.275
6955708,0.041,0.565,0.394
7126687,0.012,0.91,0.078
6966596,0.0564,0.45413333333333333,0.4894666666666667
7080570,0.015,0.808,0.177
7035359,0.0,0.998,0.002
6991215,0.014,0.908,0.078
7052312,0.014,0.606,0.38
7013643,0.016,0.533,0.451
7139307,0.007,0.901,0.092
7002856,0.048,0.731,0.221
6985637,0.013,0.665,0.322
7021822,0.004,0.919,0.077
7045179,0.114,0.552,0.334
6980073,0.0,0.989,0.011
7031186,0.103,0.387,0.51
7077559,0.761,0.096,0.143
6977674,0.075,0.597,0.328
7025528,0.032,0.704,0.264
7197806,0.532,0.221,0.247
7045732,0.0,0.993,0.007
6969571,0.007,0.952,0.041
7003779,0.08,0.636,0.284
7009933,0.071,0.5986666666666667,0.3303333333333333
7035847,0.002,0.908,0.09
7025340,0.036,0.755,0.209
7036355,0.003,0.969,0.028
6987156,0.015,0.825,0.16
7044719,0.025,0.769,0.206
6980966,0.024,0.647,0.329
6990488,0.048,0.754,0.198
7055234,0.017166666666666663,0.7228333333333332,0.26
7194567,0.048,0.755,0.197
6961915,0.064,0.807,0.129
7038494,0.131,0.42533333333333334,0.44366666666666665
7041451,0.015,0.9176,0.0674
6972755,0.016,0.8658333333333332,0.11816666666666666
6968409,0.542,0.1955,0.2625
7025704,0.006,0.661,0.333
6965561,0.099,0.7352857142857143,0.16571428571428573
7230591,0.02,0.652,0.328
7009749,0.001,0.976,0.023
7041637,0.04633333333333334,0.7671666666666667,0.1865
6977772,0.046,0.76225,0.19175
7077756,0.001,0.993,0.006
7081503,0.374,0.302,0.324
7044023,0.133,0.457,0.41
7027307,0.007,0.9003333333333333,0.09266666666666667
7073091,0.012,0.809,0.179
7224426,0.097,0.48,0.423
6956635,0.118,0.5616666666666666,0.3203333333333333
7027957,0.0,0.986,0.014
7071989,0.047,0.588,0.365
6993826,0.053,0.827,0.12
7060845,0.232,0.363,0.405
7069903,0.048,0.756,0.196
6974350,0.038,0.7566666666666667,0.2053333333333333
7210346,0.008,0.865,0.127
6958663,0.128,0.498,0.374
7002214,0.026,0.388,0.586
7043919,0.04,0.713,0.247
6980661,0.009,0.927,0.064
7127161,0.043,0.894,0.063
6956538,0.071,0.731,0.198
7078967,0.009666666666666665,0.9613333333333334,0.029
7046087,0.0,0.998,0.002
6996759,0.034,0.791,0.175
7027718,0.2525,0.2305,0.517
7028183,0.075,0.381,0.544
7044716,0.033,0.7525,0.2145
7035734,0.008,0.942,0.05
6969472,0.064,0.735,0.201
6954020,0.114,0.452,0.434
7056485,0.004,0.892,0.104
7021348,0.116,0.501,0.383
6964973,0.052,0.628,0.32
7214322,0.016,0.901,0.083
6952159,0.036,0.75275,0.21125
6963390,0.193,0.551,0.256
7021758,0.151,0.18,0.669
6991533,0.217,0.667,0.116
7001727,0.006,0.839,0.155
7022245,0.036,0.352,0.612
7044308,0.002,0.898,0.1
7061755,0.02068333333333333,0.6513166666666667,0.328
7022422,0.0,0.997,0.003
7052021,0.1285,0.5905,0.281
7004009,0.066,0.6447499999999999,0.28924999999999995
7076419,0.019,0.89,0.091
7112147,0.0,0.998,0.002
7006082,0.038,0.859,0.103
7000139,0.001,0.956,0.043
7004369,0.004,0.96,0.036
7014858,0.018,0.908,0.074
6971648,0.078,0.59675,0.32525
7019095,0.146,0.3015,0.5525
7081030,0.027,0.754,0.219
7675631,0.018,0.775,0.207
6957121,0.043,0.671,0.286
6976301,0.141,0.273,0.586
7016590,0.024,0.867,0.109
7142471,0.024,0.354,0.622
6977639,0.088,0.7068,0.2052
6985805,0.018,0.789,0.193
7003455,0.016,0.837,0.147
6993429,0.002,0.973,0.025
7015939,0.007,0.842,0.151
7018937,0.004,0.848,0.148
7230623,0.103,0.394,0.503
7020372,0.026,0.759,0.215
7016802,0.23666666666666666,0.3913333333333333,0.372
6970464,0.063,0.586,0.351
7048449,0.027,0.895,0.078
6984794,0.03,0.7375,0.2325
7039510,0.002,0.917,0.081
7040818,0.195,0.6,0.205
7193364,0.006,0.922,0.072
7064249,0.06,0.538,0.402
7037573,0.021,0.873,0.106
6986204,0.001,0.992,0.007
6979884,0.007,0.8456000000000002,0.14740000000000003
7033073,0.003,0.928,0.069
6975237,0.062,0.8,0.138
6971773,0.024,0.879,0.097
7204839,0.014,0.826,0.16
6993595,0.241,0.338,0.421
7053523,0.158,0.57475,0.26725
7055944,0.099,0.652,0.249
6990492,0.188,0.6414166666666666,0.17058333333333334
6969292,0.0,0.996,0.004
7037597,0.041,0.7040833333333334,0.2549166666666667
7074702,0.016,0.789,0.195
7044157,0.373,0.23366666666666666,0.3933333333333333
6960006,0.48058333333333336,0.253,0.2664166666666667
7031140,0.003,0.8466666666666668,0.15033333333333335
7059508,0.136,0.438,0.426
7056187,0.053,0.367,0.58
7186570,0.011,0.88,0.109
6995533,0.09,0.55,0.36
7006327,0.025,0.869,0.106
7051890,0.032,0.689,0.279
6995641,0.415,0.382,0.203
7129058,0.032,0.841,0.127
6987155,0.702,0.164,0.134
7083964,0.128,0.537,0.335
6988203,0.001,0.951,0.048
6960579,0.013,0.834,0.153
7006134,0.043,0.723,0.234
7001435,0.043,0.621,0.336
6988627,0.014316666666666667,0.8316833333333334,0.154
6986420,0.111,0.511,0.378
7178313,0.074,0.653,0.273
7049476,0.63,0.055,0.315
7058597,0.006,0.935,0.059
7042674,0.176,0.585,0.239
7218015,0.056,0.7106666666666668,0.2333333333333333
7073969,0.0,0.985,0.015
7061925,0.084,0.6274166666666666,0.2885833333333333
7004533,0.015,0.853,0.132
7078583,0.216,0.292,0.492
7070166,0.129,0.6125,0.2585
7208502,0.0,0.98,0.02
6969099,0.0,0.981,0.019
6973886,0.004,0.9,0.096
6958765,0.008,0.833,0.159
6958386,0.016,0.76,0.224
7024365,0.098,0.314,0.588
7013463,0.015,0.968,0.017
6980564,0.003,0.11,0.887
6987234,0.062,0.612,0.326
7052096,0.002,0.975,0.023
7189060,0.062,0.523,0.415
6971170,0.26,0.306,0.434
6971759,0.042,0.767,0.191
6968835,0.025,0.683,0.292
7071699,0.0,0.98,0.02
7054481,0.002,0.93,0.068
7002264,0.07101190476190476,0.2624047619047619,0.6665833333333334
7004717,0.035,0.7723333333333333,0.19266666666666665
6971336,0.013,0.769,0.218
7188423,0.003,0.982,0.015
6983768,0.037,0.715,0.248
7078870,0.017,0.845,0.138
6976799,0.065,0.5995,0.3355
7036477,0.056,0.773,0.171
7030350,0.006,0.887,0.107
7081659,0.011,0.769,0.22
6959572,0.019,0.49,0.491
7117161,0.002,0.917,0.081
7008145,0.048,0.783,0.169
7009723,0.001,0.959,0.04
7071687,0.087,0.42,0.493
7069233,0.004,0.971,0.025
7071191,0.006,0.846,0.148
6992088,0.09,0.6437666666666666,0.2662333333333333
7103251,0.0955,0.6375,0.267
7025363,0.027,0.599,0.374
6965309,0.244,0.305,0.451
7005220,0.135,0.648,0.217
6971379,0.05,0.75,0.2
6997614,0.0026,0.9374,0.06
6972187,0.05466666666666666,0.7503333333333334,0.195
6983785,0.1655,0.3805,0.454
7068528,0.002,0.971,0.027
7139209,0.213,0.376,0.411
6969331,0.074,0.336,0.59
7015316,0.043666666666666666,0.5653333333333334,0.391
6969844,0.245,0.5084166666666666,0.24658333333333332
6965908,0.001,0.997,0.002
7042883,0.051,0.645,0.304
7173397,0.017,0.783,0.2
7174616,0.176,0.4023333333333333,0.4216666666666667
6982294,0.031,0.828,0.141
7016099,0.183,0.681,0.136
7020414,0.046,0.694,0.26
6975661,0.084,0.416,0.5
7047649,0.0,0.996,0.004
7009528,0.146,0.399,0.455
6989996,0.036,0.755,0.209
6953100,0.027,0.591,0.382
7111168,0.048,0.631,0.321
7020848,0.0,0.999,0.001
6994730,0.01,0.935,0.055
7064220,0.188,0.71,0.102
7013917,0.0,0.998,0.002
7080998,0.239,0.337,0.424
7126001,0.121,0.714,0.165
7067740,0.005,0.939,0.056
7080559,0.12,0.378,0.502
7083404,0.148,0.388,0.464
7077055,0.106,0.525,0.369
7069123,0.004,0.978,0.018
7109600,0.0,1.0,0.0
6971897,0.036,0.832,0.132
7035966,0.014,0.915,0.071
6980380,0.089,0.625,0.286
6975015,0.416,0.44966666666666666,0.1343333333333333
7006479,0.032,0.692,0.276
7041908,0.118,0.574,0.308
7015149,0.063,0.648,0.289
7039555,0.05,0.62,0.33
7231118,0.051,0.658,0.291
7042408,0.052,0.803,0.145
6991143,0.046,0.813,0.141
6997372,0.055,0.3,0.645
7072395,0.153,0.4765,0.3705
6952526,0.064,0.669,0.267
7004436,0.0,0.915,0.085
7031789,0.044,0.852,0.104
7046756,0.0,0.968,0.032
6965465,0.135,0.6956666666666668,0.1693333333333333
6975046,0.021,0.7666666666666667,0.21233333333333332
6998574,0.025,0.9,0.075
7014591,0.188,0.4379166666666666,0.3740833333333334
7192861,0.013,0.777,0.21
7057278,0.014,0.902,0.084
7026495,0.003,0.8826,0.1144
7058586,0.01,0.894,0.096
6991927,0.117,0.675,0.208
7078973,0.081,0.636,0.283
7016366,0.049,0.557,0.394
7000100,0.351,0.154,0.495
7068108,0.173,0.431,0.396
7013205,0.521,0.182,0.297
7077530,0.0,0.992,0.008
7025171,0.006,0.937,0.057
7156693,0.022,0.546,0.432
6988969,0.02,0.903,0.077
7021424,0.008,0.939,0.053
7368618,0.017,0.826,0.157
7034801,0.003,0.938,0.059
7045304,0.008,0.947,0.045
7037356,0.006,0.928,0.066
6988547,0.007,0.945,0.048
7014569,0.097,0.78,0.123
7048755,0.553,0.1576,0.2894
7026606,0.179,0.6337499999999999,0.18725
6991433,0.09516666666666668,0.6288333333333332,0.276
6984215,0.029,0.75,0.221
6991639,0.14,0.6585,0.20150000000000004
7068437,0.03,0.7485,0.2215
7190918,0.064,0.626,0.31
7098387,0.127,0.449,0.424
7006718,0.003,0.926,0.071
7008533,0.106,0.49,0.404
7050079,0.174,0.327,0.499
7075359,0.021,0.846,0.133
7080589,0.051,0.408,0.541
7076991,0.023,0.817,0.16
7226587,0.21066666666666667,0.421,0.3683333333333333
6951943,0.023,0.737,0.24
6975063,0.053,0.575,0.372
7042908,0.011,0.962,0.027
7024653,0.002,0.986,0.012
6982682,0.058,0.716,0.226
7064888,0.008,0.886,0.106
7199473,0.104,0.654,0.242
6992934,0.013,0.741,0.246
7005280,0.014,0.887,0.099
6958236,0.262,0.332,0.406
7060176,0.063,0.46129999999999993,0.4757
7054826,0.838,0.081,0.081
7010945,0.076,0.613,0.311
7002137,0.056,0.199,0.745
6952657,0.145,0.458,0.397
6993020,0.114,0.6796666666666668,0.20633333333333334
6991545,0.022,0.843,0.135
7072083,0.137,0.326,0.537
7058223,0.018,0.833,0.149
6997286,0.093,0.47483333333333333,0.4321666666666667
7112905,0.0,0.993,0.007
6972133,0.218,0.499,0.283
6979922,0.103,0.531,0.366
7015048,0.204,0.398,0.398
7050631,0.279,0.369,0.352
6983931,0.16,0.182,0.658
7052815,0.01,0.95,0.04
6984507,0.079,0.726,0.195
7015556,0.017,0.934,0.049
6968831,0.176,0.5884285714285714,0.23557142857142857
7175178,0.087,0.642,0.271
6978975,0.065,0.559,0.376
7075638,0.28,0.297,0.423
7020349,0.087,0.391,0.522
6983408,0.048,0.519,0.433
7201356,0.001,0.92,0.079
7019251,0.2751666666666666,0.3668333333333333,0.358
7038477,0.075,0.561,0.364
7010243,0.281,0.4755,0.2435
7050130,0.045,0.831,0.124
6996011,0.008,0.93,0.062
7023757,0.118,0.505,0.377
7082547,0.114,0.659,0.227
7082345,0.047,0.752,0.201
6958588,0.098,0.678,0.224
7072002,0.041,0.572,0.387
7189558,0.081,0.489,0.43
7060096,0.0,0.997,0.003
7079985,0.011,0.746,0.243
6972736,0.032,0.861,0.107
7034694,0.002,0.993,0.005
7179101,0.005,0.944,0.051
7019351,0.013,0.9,0.087
7017414,0.00275,0.93425,0.063
7002143,0.074,0.668,0.258
7174630,0.0,0.897,0.103
7098523,0.01,0.787,0.203
7008895,0.199,0.30966666666666665,0.49133333333333334
7065757,0.0,0.986,0.014
7051948,0.109,0.4805,0.4105
6953787,0.02,0.836,0.144
6957160,0.0835,0.6968333333333333,0.21966666666666665
7053546,0.514,0.19,0.296
6958740,0.056,0.747,0.197
7215651,0.028,0.597,0.375
6998527,0.01,0.894,0.096
7076107,0.087,0.715,0.198
6985733,0.008,0.978,0.014
6978983,0.013,0.804,0.183
7017600,0.15,0.56,0.29
7156382,0.112,0.436,0.452
7068803,0.002,0.944,0.054
6973173,0.032,0.75,0.218
6997019,0.5805833333333333,0.19875,0.22066666666666665
7007498,0.463,0.069,0.468
6995314,0.11,0.589,0.301
6968451,0.016666666666666663,0.7333166666666666,0.25001666666666666
6988970,0.066,0.69,0.244
6998665,0.0,0.991,0.009
6965432,0.063,0.593,0.344
6969607,0.159,0.568,0.273
7055644,0.027,0.678,0.295
7079845,0.066,0.663,0.271
6962177,0.143,0.5716666666666667,0.2853333333333334
6988172,0.123,0.467,0.41
7053496,0.025,0.785,0.19
6957886,0.001,0.997,0.002
6997257,0.03,0.48,0.49
7027937,0.047,0.565,0.388
7024934,0.11,0.382,0.508
7115230,0.019,0.822,0.159
6978868,0.098,0.117,0.785
6993459,0.07,0.312,0.618
7031409,0.008,0.942,0.05
6986219,0.228,0.627,0.145
7003547,0.018,0.742,0.24
6984836,0.025916666666666668,0.8230833333333334,0.151
6963382,0.041,0.793,0.166
6978395,0.396,0.287,0.317
7032230,0.015,0.8436,0.1414
7054216,0.06,0.759,0.181
7100736,0.231,0.555,0.214
7010456,0.0,0.993,0.007
7051685,0.0,0.854,0.146
7043228,0.061,0.7215714285714285,0.21742857142857142
6979415,0.13216666666666665,0.3513333333333333,0.5165
7071357,0.009,0.925,0.066
7047140,0.005,0.893,0.102
7042259,0.088,0.555,0.357
7056972,0.011,0.954,0.035
7060922,0.057,0.613,0.33
7024564,0.041,0.724,0.235
6960202,0.171,0.549,0.28
7074651,0.007,0.884,0.109
7038245,0.041,0.49191666666666667,0.4670833333333333
7021557,0.12083333333333333,0.405,0.4741666666666667
6974655,0.002,0.907,0.091
7099714,0.081,0.783,0.136
7103816,0.386,0.231,0.383
6956323,0.027,0.745,0.228
6965795,0.06,0.4776666666666667,0.4623333333333333
7027682,0.0,0.99,0.01
6957438,0.38,0.302,0.318
6981728,0.062,0.748,0.19
6957420,0.035,0.676,0.289
7044424,0.031,0.361,0.608
7010367,0.069,0.49,0.441
6978312,0.027,0.7964166666666668,0.17658333333333331
7042601,0.109,0.678,0.213
7012091,0.005,0.924,0.071
7066872,0.331,0.226,0.443
7016922,0.10366666666666666,0.47773333333333334,0.4186
7072613,0.06,0.464,0.476
7072912,0.015,0.833,0.152
7110611,0.057,0.713,0.23
6999359,0.044,0.705,0.251
6956177,0.015,0.718,0.267
7061675,0.013,0.8736666666666666,0.11333333333333333
6977204,0.187,0.40475,0.40825
6969380,0.253,0.474,0.273
7169529,0.0496,0.637,0.31339999999999996
7028972,0.5610833333333333,0.16433333333333333,0.27458333333333335
7064586,0.036,0.808,0.156
7001801,0.268,0.245,0.487
6966647,0.152,0.4033333333333333,0.4446666666666667
7001054,0.016,0.803,0.181
7000360,0.148,0.496,0.356
7060873,0.017,0.808,0.175
7093805,0.454,0.149,0.397
7037705,0.006,0.936,0.058
6993548,0.116,0.46075000000000005,0.42324999999999996
6977963,0.038,0.742,0.22
6975079,0.017,0.8656666666666666,0.11733333333333335
7042724,0.003,0.979,0.018
7081163,0.08,0.7,0.22
6959076,0.018,0.89,0.092
6969026,0.137,0.579,0.284
7060397,0.001,0.963,0.036
7051831,0.002,0.943,0.055
7001970,0.044,0.777,0.179
7034793,0.029,0.855,0.116
6966241,0.028,0.805,0.167
6987398,0.001,0.983,0.016
7002740,0.036,0.757,0.207
6953496,0.145,0.406,0.449
7026060,0.123,0.508,0.369
6953720,0.007,0.916,0.077
7053618,0.005,0.886,0.109
7031436,0.225,0.67,0.105
7066511,0.007,0.877,0.116
7042882,0.014,0.686,0.3
7067743,0.007,0.886,0.107
7015269,0.008,0.886,0.106
7012611,0.0,0.994,0.006
7053053,0.468,0.12975,0.40225
6959976,0.02,0.799,0.181
7054919,0.0105,0.8375,0.152
6986898,0.007,0.887,0.106
7160257,0.084,0.658,0.258
7074826,0.204,0.728,0.068
7042501,0.009,0.812,0.179
6999433,0.2813333333333334,0.2963333333333334,0.42233333333333334
6962415,0.027,0.808,0.165
7081054,0.048,0.69,0.262
7230485,0.186,0.404,0.41
7013654,0.001,0.976,0.023
7016904,0.0,0.976,0.024
6985731,0.01,0.741,0.249
7082236,0.0,0.997,0.003
6960930,0.383,0.292,0.325
6996785,0.008,0.957,0.035
6984468,0.013,0.875,0.112
6953403,0.107,0.381,0.512
7013723,0.044,0.665,0.291
7039781,0.016,0.897,0.087
7026112,0.01,0.977,0.013
7018831,0.039,0.7083333333333333,0.2526666666666667
7076317,0.018,0.816,0.166
6988545,0.133,0.577,0.29
7027255,0.036,0.809,0.155
6992302,0.014,0.841,0.145
6967724,0.07,0.6140333333333333,0.3159666666666666
7013898,0.001,0.976,0.023
7082009,0.047,0.3985,0.5545
7018862,0.019,0.606,0.375
6959893,0.089,0.308,0.603
7084254,0.045,0.809,0.146
6984802,0.029,0.701,0.27
6959920,0.042,0.491,0.467
7069244,0.001,0.983,0.016
7053082,0.482,0.336,0.182
7094428,0.13866666666666666,0.263,0.5983333333333334
6972373,0.01,0.848,0.142
7010536,0.041,0.872,0.087
7047388,0.064,0.6202666666666665,0.3157333333333333
7040345,0.171,0.24243333333333336,0.5865666666666666
6967255,0.075,0.815,0.11
7079544,0.013,0.924,0.063
6988226,0.164,0.451,0.385
7091566,0.126,0.38,0.494
6959834,0.038,0.788,0.174
7016447,0.018,0.7025,0.2795
7020800,0.003,0.955,0.042
7024851,0.089,0.683,0.228
7039762,0.036,0.698,0.266
7081785,0.0,0.995,0.005
7063390,0.039,0.695,0.266
7018792,0.191,0.616,0.193
6995347,0.13883333333333334,0.551,0.31016666666666665
6990200,0.002,0.977,0.021
6957502,0.002,0.952,0.046
7054478,0.061,0.696,0.243
6977622,0.002,0.991,0.007
7060580,0.066,0.435,0.499
6997993,0.0674,0.571,0.36160000000000003
6961041,0.057,0.733,0.21
7066635,0.064,0.696,0.24
6987413,0.036,0.74,0.224
7052241,0.152,0.4155,0.4325
6959043,0.091,0.525,0.384
7019788,0.054,0.493,0.453
6979708,0.028,0.888,0.084
